Fecha;Tipo de Empleado;Departamento;Razon de Salida;Estado de Dedicacion;Nivel de Educacion;Ubicacion;Nivel de Antiguedad;Edad;Años en la Empresa;Salario Anual (USD);Horas Trabajadas por Semana;Tasa de Rotacion (%);Evaluacion de Desempeño (0-5);Tiempo de Capacitacion (horas)
9/1/2024;Gerente de Proyecto;Consultoria;Despido;Promedio;Master;Sucursal 1;Junior;60;6;56923;46;6,5857;;
13/1/2024;Product Owner;Soporte;Condiciones Laborales;Promedio;Licenciatura;Remoto;Semi Senior;43;4;16259;47;5,9767;;
24/8/2024;UI/UX Designer;Marketing;Cambio de Sector;Bajo;Licenciatura;Remoto;Junior;46;10;48710;40;2,6247;;
2/11/2024;Product Owner;Marketing;Despido;Alto;Otros;Sucursal 1;Junior;49;8;119604;47;4,7026;;
17/1/2024;Product Owner;Soporte;Renuncia;Bajo;Doctorado;Oficina Principal;Lider;50;6;112699;39;1,2944;;
9/9/2024;Gerente de Proyecto;Consultoria;Despido;Alto;Master;Oficina Principal;Junior;25;6;19097;36;2,9373;;
27/5/2024;Tester;Desarrollo;Cambio de Sector;Alto;Doctorado;Sucursal 1;Senior;64;10;87715;37;9,7929;;
30/7/2024;Tester;Consultoria;Jubilacion;Promedio;Tecnico;Sucursal 1;Director;65;6;27624;38;9,9432;;
13/9/2024;Product Owner;Marketing;Condiciones Laborales;Promedio;Doctorado;Remoto;Director;27;2;84084;47;2,8535;;
11/6/2024;Desarrollador;Ventas;Renuncia;Promedio;Doctorado;Oficina Principal;Semi Senior;39;1;105751;37;6,8820;;
9/2/2024;Tester;Desarrollo;Jubilacion;Alto;Tecnico;Remoto;Senior;65;1;65064;46;4,4791;;
1/6/2024;Product Owner;Operaciones;Jubilacion;Promedio;Doctorado;Remoto;Junior;65;9;51943;39;7,1519;;
8/10/2024;Tester;Consultoria;Renuncia;Alto;Master;Oficina Principal;Semi Senior;57;8;29995;40;2,5537;;
2/10/2024;Ingeniero de Software;Soporte;Despido;Bajo;Tecnico;Remoto;Lider;24;3;48388;48;2,9244;;
20/1/2024;Ingeniero de Software;Consultoria;Renuncia;Promedio;Master;Sucursal 1;Director;58;5;16419;40;9,8181;;
14/3/2024;Product Owner;Ventas;Despido;Bajo;Otros;Remoto;Senior;29;8;72719;43;4,6460;;
4/7/2024;Product Owner;Consultoria;Despido;Alto;Master;Oficina Principal;Semi Senior;35;9;65526;37;3,9302;;
7/4/2024;Product Owner;Marketing;Falta de Oportunidades;Promedio;Licenciatura;Oficina Principal;Senior;63;4;96583;42;8,4704;;
11/8/2024;Tester;Marketing;Despido;Alto;Master;Sucursal 1;Senior;54;5;37770;45;4,0098;;
10/10/2024;Tester;Operaciones;Despido;Alto;Otros;Remoto;Lider;47;3;75878;47;5,2404;;
4/12/2024;Tester;Soporte;Cambio de Sector;Alto;Tecnico;Remoto;Director;41;10;85137;44;5,6909;;
16/7/2024;Desarrollador;Marketing;Jubilacion;Bajo;Master;Sucursal 1;Lider;65;3;101829;35;7,1295;;
22/5/2024;Ingeniero de Software;Operaciones;Cambio de Sector;Promedio;Licenciatura;Sucursal 1;Director;50;2;53632;45;3,1856;;
15/7/2024;Tester;Consultoria;Despido;Alto;Master;Sucursal 1;Semi Senior;40;4;87367;41;4,3411;;
1/4/2024;Desarrollador;Marketing;Renuncia;Promedio;Tecnico;Oficina Principal;Lider;44;8;119839;47;9,1711;;
20/6/2024;Product Owner;Operaciones;Despido;Promedio;Doctorado;Remoto;Senior;35;3;97037;43;4,0413;;
23/8/2024;UI/UX Designer;Ventas;Despido;Alto;Doctorado;Sucursal 1;Director;32;4;76076;38;9,3905;;
6/4/2024;Product Owner;Recursos Humanos;Renuncia;Bajo;Licenciatura;Remoto;Lider;23;3;67027;44;2,3722;;
3/8/2024;UI/UX Designer;Marketing;Renuncia;Promedio;Master;Oficina Principal;Lider;41;5;117890;39;7,4434;;
28/11/2024;UI/UX Designer;Operaciones;Falta de Oportunidades;Bajo;Master;Oficina Principal;Director;35;8;79380;42;5,5764;;
15/10/2024;UI/UX Designer;Operaciones;Renuncia;Promedio;Doctorado;Remoto;Director;52;6;49089;40;2,5551;;
13/10/2024;UI/UX Designer;Marketing;Cambio de Sector;Alto;Master;Remoto;Junior;44;5;79927;36;9,6623;;
19/5/2024;Tester;Recursos Humanos;Despido;Promedio;Master;Remoto;Junior;27;2;22906;48;8,3691;;
20/3/2024;Desarrollador;Consultoria;Jubilacion;Bajo;Otros;Sucursal 1;Director;65;2;103469;35;8,8518;;
29/10/2024;Analista de Datos;Marketing;Condiciones Laborales;Bajo;Doctorado;Remoto;Senior;64;9;42522;39;7,7362;;
23/3/2024;UI/UX Designer;Recursos Humanos;Despido;Alto;Otros;Oficina Principal;Junior;45;5;29700;46;5,2442;;
10/10/2024;Desarrollador;Operaciones;Despido;Alto;Tecnico;Remoto;Junior;60;5;25249;40;3,0568;;
12/6/2024;Ingeniero de Software;Ventas;Condiciones Laborales;Bajo;Otros;Oficina Principal;Junior;30;1;51903;48;8,5970;;
11/12/2024;Product Owner;Ventas;Falta de Oportunidades;Alto;Otros;Oficina Principal;Director;45;4;48903;45;4,1853;;
22/7/2024;Product Owner;Marketing;Falta de Oportunidades;Bajo;Doctorado;Remoto;Director;63;1;29255;38;7,0994;;
17/7/2024;Gerente de Proyecto;Recursos Humanos;Cambio de Sector;Alto;Master;Oficina Principal;Senior;29;3;52660;46;7,4897;;
12/7/2024;Analista de Datos;Desarrollo;Despido;Promedio;Tecnico;Remoto;Lider;34;6;19044;45;8,4154;;
27/10/2024;UI/UX Designer;Desarrollo;Cambio de Sector;Bajo;Licenciatura;Remoto;Lider;48;2;103561;41;7,1021;;
6/8/2024;Product Owner;Soporte;Jubilacion;Bajo;Master;Sucursal 1;Lider;65;2;54110;47;3,4945;;
7/4/2024;Ingeniero de Software;Desarrollo;Renuncia;Promedio;Doctorado;Remoto;Junior;32;2;97406;47;6,5209;;
9/3/2024;Tester;Soporte;Jubilacion;Bajo;Otros;Oficina Principal;Director;65;7;116361;46;2,9369;;
24/10/2024;Desarrollador;Desarrollo;Condiciones Laborales;Alto;Tecnico;Oficina Principal;Director;35;9;24663;47;9,3079;;
7/2/2024;Desarrollador;Marketing;Cambio de Sector;Promedio;Master;Remoto;Semi Senior;50;9;18648;38;9,9937;;
23/2/2024;Tester;Desarrollo;Condiciones Laborales;Promedio;Master;Sucursal 1;Senior;33;8;41336;37;7,3963;;
13/9/2024;Tester;Consultoria;Condiciones Laborales;Bajo;Master;Oficina Principal;Senior;38;4;30600;46;8,1460;;
12/9/2024;Analista de Datos;Desarrollo;Despido;Promedio;Licenciatura;Sucursal 1;Senior;40;1;51429;39;8,5057;;
3/3/2024;UI/UX Designer;Operaciones;Condiciones Laborales;Promedio;Doctorado;Oficina Principal;Director;28;4;40654;45;2,9484;;
3/4/2024;Tester;Operaciones;Despido;Promedio;Master;Remoto;Lider;53;3;23263;44;4,2269;;
9/10/2024;Desarrollador;Ventas;Renuncia;Alto;Doctorado;Sucursal 1;Junior;52;6;49525;37;1,6326;;
1/3/2024;Desarrollador;Recursos Humanos;Condiciones Laborales;Bajo;Master;Sucursal 1;Senior;42;7;73762;43;7,8480;;
15/11/2024;Ingeniero de Software;Desarrollo;Condiciones Laborales;Promedio;Licenciatura;Sucursal 1;Senior;58;2;106439;42;7,4470;;
29/11/2024;Analista de Datos;Soporte;Falta de Oportunidades;Promedio;Licenciatura;Oficina Principal;Director;26;5;105590;43;2,7723;;
1/5/2024;Tester;Desarrollo;Despido;Alto;Otros;Oficina Principal;Lider;26;2;92461;44;9,5550;;
19/11/2024;Product Owner;Operaciones;Jubilacion;Promedio;Tecnico;Sucursal 1;Junior;65;8;57495;37;2,6613;;
27/5/2024;UI/UX Designer;Soporte;Despido;Alto;Master;Oficina Principal;Semi Senior;31;1;41732;48;4,4872;;
25/12/2024;Analista de Datos;Marketing;Renuncia;Alto;Licenciatura;Oficina Principal;Director;50;5;62541;36;1,4819;;
28/1/2024;Gerente de Proyecto;Operaciones;Condiciones Laborales;Promedio;Otros;Remoto;Junior;64;9;49714;37;1,0877;;
1/3/2024;UI/UX Designer;Operaciones;Despido;Bajo;Tecnico;Oficina Principal;Junior;35;6;17839;38;1,4150;;
15/8/2024;Gerente de Proyecto;Ventas;Condiciones Laborales;Alto;Master;Oficina Principal;Lider;39;10;62144;46;9,9849;;
3/7/2024;Gerente de Proyecto;Recursos Humanos;Falta de Oportunidades;Alto;Licenciatura;Sucursal 1;Semi Senior;36;8;32524;48;6,9442;;
26/11/2024;Desarrollador;Soporte;Cambio de Sector;Alto;Doctorado;Sucursal 1;Senior;35;7;48038;37;5,0092;;
9/12/2024;Tester;Desarrollo;Falta de Oportunidades;Bajo;Master;Remoto;Lider;64;6;20448;45;5,4215;;
9/6/2024;Desarrollador;Recursos Humanos;Despido;Bajo;Otros;Sucursal 1;Junior;23;8;26062;38;7,5811;;
16/3/2024;Product Owner;Consultoria;Renuncia;Promedio;Doctorado;Oficina Principal;Junior;24;6;63440;37;3,2390;;
24/2/2024;Desarrollador;Recursos Humanos;Jubilacion;Alto;Tecnico;Sucursal 1;Senior;65;5;115081;45;9,7597;;
4/1/2024;Ingeniero de Software;Consultoria;Cambio de Sector;Alto;Doctorado;Sucursal 1;Director;41;1;84476;42;8,0075;;
8/8/2024;Analista de Datos;Ventas;Despido;Promedio;Tecnico;Sucursal 1;Director;24;2;54998;44;8,8932;;
2/11/2024;Desarrollador;Soporte;Despido;Bajo;Master;Sucursal 1;Director;41;2;55496;38;1,0356;;
13/11/2024;Tester;Ventas;Renuncia;Alto;Master;Oficina Principal;Director;32;9;77720;42;5,1715;;
9/11/2024;Analista de Datos;Consultoria;Cambio de Sector;Alto;Licenciatura;Sucursal 1;Senior;28;1;31887;42;1,7178;;
4/3/2024;Gerente de Proyecto;Desarrollo;Renuncia;Promedio;Master;Remoto;Director;35;8;41648;47;4,5037;;
26/3/2024;Ingeniero de Software;Operaciones;Despido;Promedio;Doctorado;Oficina Principal;Junior;43;3;21264;35;1,5037;;
7/9/2024;Gerente de Proyecto;Desarrollo;Condiciones Laborales;Promedio;Otros;Remoto;Senior;35;10;29139;48;3,6417;;
15/12/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Alto;Doctorado;Remoto;Senior;60;8;119413;37;6,9652;;
7/8/2024;Product Owner;Soporte;Renuncia;Promedio;Otros;Remoto;Senior;54;8;68661;38;8,0815;;
18/12/2024;Gerente de Proyecto;Consultoria;Condiciones Laborales;Bajo;Otros;Oficina Principal;Director;41;4;15288;39;9,1343;;
8/7/2024;Product Owner;Soporte;Renuncia;Promedio;Doctorado;Sucursal 1;Senior;49;2;93166;40;1,2221;;
8/2/2024;Desarrollador;Ventas;Cambio de Sector;Promedio;Master;Sucursal 1;Senior;44;1;78890;42;4,6406;;
29/11/2024;Analista de Datos;Ventas;Renuncia;Bajo;Master;Oficina Principal;Director;65;7;63328;36;3,3404;;
26/11/2024;Gerente de Proyecto;Recursos Humanos;Cambio de Sector;Promedio;Licenciatura;Remoto;Director;60;4;63244;41;9,0183;;
5/2/2024;Analista de Datos;Ventas;Despido;Promedio;Master;Remoto;Lider;45;8;95542;40;7,6680;;
16/11/2024;Ingeniero de Software;Recursos Humanos;Condiciones Laborales;Alto;Otros;Sucursal 1;Semi Senior;28;2;40276;39;2,4171;;
8/7/2024;Analista de Datos;Soporte;Renuncia;Alto;Master;Sucursal 1;Director;40;9;19059;40;4,6842;;
10/9/2024;Gerente de Proyecto;Operaciones;Renuncia;Bajo;Doctorado;Sucursal 1;Director;50;8;52037;36;9,8883;;
16/12/2024;Analista de Datos;Ventas;Falta de Oportunidades;Bajo;Tecnico;Oficina Principal;Junior;43;5;72938;35;5,7186;;
28/6/2024;Ingeniero de Software;Marketing;Condiciones Laborales;Alto;Master;Sucursal 1;Director;26;6;112333;39;6,8370;;
4/1/2024;UI/UX Designer;Ventas;Jubilacion;Alto;Tecnico;Remoto;Senior;65;6;37542;45;6,9018;;
31/5/2024;Analista de Datos;Desarrollo;Despido;Promedio;Tecnico;Remoto;Director;47;2;99765;38;6,2192;;
16/5/2024;Analista de Datos;Ventas;Renuncia;Alto;Doctorado;Sucursal 1;Director;34;2;44338;43;6,0042;;
9/10/2024;Tester;Operaciones;Jubilacion;Bajo;Tecnico;Oficina Principal;Lider;65;8;71318;44;1,2021;;
17/11/2024;Ingeniero de Software;Recursos Humanos;Renuncia;Promedio;Tecnico;Oficina Principal;Lider;56;5;38297;39;5,2661;;
4/3/2024;Ingeniero de Software;Soporte;Falta de Oportunidades;Bajo;Otros;Oficina Principal;Senior;39;7;83162;37;5,5027;;
8/10/2024;Analista de Datos;Desarrollo;Jubilacion;Promedio;Otros;Sucursal 1;Junior;65;1;43704;43;5,7448;;
6/5/2024;UI/UX Designer;Desarrollo;Cambio de Sector;Promedio;Doctorado;Oficina Principal;Semi Senior;56;2;81793;40;3,5401;;
4/12/2024;Gerente de Proyecto;Desarrollo;Condiciones Laborales;Alto;Master;Oficina Principal;Director;32;3;28444;46;7,7984;;
19/10/2024;Desarrollador;Soporte;Jubilacion;Alto;Licenciatura;Remoto;Semi Senior;65;7;23421;40;3,8191;;
27/5/2024;Product Owner;Soporte;Cambio de Sector;Alto;Master;Oficina Principal;Senior;61;6;94479;47;7,8514;;
31/7/2024;Product Owner;Recursos Humanos;Despido;Bajo;Master;Remoto;Junior;52;6;110917;47;5,6260;;
31/7/2024;Tester;Recursos Humanos;Falta de Oportunidades;Promedio;Doctorado;Oficina Principal;Junior;62;2;57069;44;1,5820;;
24/2/2024;Gerente de Proyecto;Desarrollo;Condiciones Laborales;Bajo;Otros;Sucursal 1;Senior;40;1;67982;43;3,3355;;
12/8/2024;UI/UX Designer;Marketing;Falta de Oportunidades;Promedio;Licenciatura;Oficina Principal;Lider;39;4;55636;47;3,7655;;
16/12/2024;Tester;Consultoria;Jubilacion;Promedio;Otros;Oficina Principal;Lider;65;10;110761;40;2,5435;;
16/7/2024;Desarrollador;Consultoria;Falta de Oportunidades;Promedio;Doctorado;Sucursal 1;Senior;63;6;19005;35;6,3975;;
1/9/2024;Analista de Datos;Desarrollo;Renuncia;Promedio;Licenciatura;Sucursal 1;Semi Senior;46;1;59368;43;4,1822;;
16/12/2024;Product Owner;Consultoria;Condiciones Laborales;Bajo;Tecnico;Remoto;Senior;61;1;85817;45;3,3901;;
11/11/2024;Desarrollador;Marketing;Despido;Alto;Tecnico;Remoto;Senior;64;6;60144;48;6,6264;;
20/1/2024;Analista de Datos;Consultoria;Condiciones Laborales;Promedio;Licenciatura;Sucursal 1;Lider;41;7;64052;44;5,7177;;
25/6/2024;Ingeniero de Software;Operaciones;Jubilacion;Bajo;Otros;Remoto;Senior;65;6;99402;48;8,6672;;
22/7/2024;UI/UX Designer;Marketing;Falta de Oportunidades;Bajo;Tecnico;Remoto;Junior;39;8;81622;41;6,1156;;
21/3/2024;Product Owner;Consultoria;Renuncia;Promedio;Tecnico;Sucursal 1;Junior;46;7;67209;42;3,8363;;
15/10/2024;Product Owner;Marketing;Falta de Oportunidades;Promedio;Master;Remoto;Junior;27;9;90928;48;8,6842;;
13/1/2024;Product Owner;Desarrollo;Jubilacion;Bajo;Otros;Oficina Principal;Junior;65;2;72767;37;5,3238;;
27/10/2024;Desarrollador;Ventas;Jubilacion;Promedio;Licenciatura;Sucursal 1;Director;65;7;100373;45;2,1406;;
4/5/2024;Analista de Datos;Desarrollo;Despido;Promedio;Licenciatura;Oficina Principal;Lider;25;4;53361;42;4,6843;;
30/5/2024;Tester;Ventas;Cambio de Sector;Promedio;Master;Remoto;Director;27;4;91720;36;9,3489;;
31/3/2024;Product Owner;Ventas;Despido;Bajo;Licenciatura;Remoto;Senior;62;7;78022;38;3,6508;;
28/1/2024;Analista de Datos;Desarrollo;Despido;Bajo;Otros;Remoto;Senior;40;1;32518;36;4,0721;;
15/12/2024;Desarrollador;Marketing;Jubilacion;Bajo;Licenciatura;Sucursal 1;Junior;65;9;76928;39;4,5598;;
5/5/2024;Analista de Datos;Operaciones;Despido;Bajo;Tecnico;Oficina Principal;Senior;23;3;43156;41;2,8231;;
1/2/2024;Product Owner;Marketing;Jubilacion;Alto;Tecnico;Sucursal 1;Senior;65;8;74978;36;3,9101;;
10/5/2024;Gerente de Proyecto;Recursos Humanos;Cambio de Sector;Bajo;Otros;Remoto;Lider;31;10;49914;37;3,6092;;
2/11/2024;Product Owner;Consultoria;Jubilacion;Bajo;Otros;Remoto;Senior;65;4;110445;46;8,8191;;
17/5/2024;Tester;Operaciones;Renuncia;Alto;Tecnico;Remoto;Semi Senior;34;7;17202;43;2,7316;;
24/6/2024;Analista de Datos;Consultoria;Despido;Bajo;Master;Sucursal 1;Junior;26;7;109242;46;1,2698;;
22/12/2024;Analista de Datos;Operaciones;Condiciones Laborales;Bajo;Master;Sucursal 1;Semi Senior;58;1;94428;39;5,7610;;
14/4/2024;Tester;Marketing;Condiciones Laborales;Bajo;Licenciatura;Sucursal 1;Semi Senior;34;3;80400;36;8,0307;;
3/10/2024;Gerente de Proyecto;Recursos Humanos;Despido;Alto;Tecnico;Oficina Principal;Lider;51;6;41759;41;8,2143;;
27/10/2024;UI/UX Designer;Desarrollo;Falta de Oportunidades;Promedio;Otros;Remoto;Senior;52;1;70327;45;9,9999;;
22/7/2024;Analista de Datos;Soporte;Renuncia;Alto;Licenciatura;Remoto;Director;39;8;82149;39;5,6362;;
19/7/2024;UI/UX Designer;Desarrollo;Cambio de Sector;Alto;Doctorado;Remoto;Semi Senior;55;3;38701;48;8,7815;;
19/7/2024;Ingeniero de Software;Operaciones;Jubilacion;Promedio;Licenciatura;Sucursal 1;Senior;65;10;53719;44;1,6888;;
5/3/2024;Desarrollador;Marketing;Cambio de Sector;Alto;Licenciatura;Oficina Principal;Senior;51;8;86264;43;4,8078;;
9/3/2024;Ingeniero de Software;Consultoria;Renuncia;Promedio;Otros;Remoto;Lider;24;3;108150;37;8,9395;;
3/9/2024;Desarrollador;Ventas;Despido;Promedio;Tecnico;Sucursal 1;Junior;54;7;110769;47;5,8408;;
21/9/2024;Desarrollador;Ventas;Jubilacion;Bajo;Licenciatura;Remoto;Director;65;2;78565;43;9,6574;;
17/9/2024;Tester;Desarrollo;Condiciones Laborales;Bajo;Master;Sucursal 1;Director;36;6;92750;37;1,4592;;
22/6/2024;Tester;Consultoria;Jubilacion;Alto;Tecnico;Sucursal 1;Semi Senior;65;6;40485;39;8,6210;;
20/8/2024;Ingeniero de Software;Operaciones;Jubilacion;Alto;Master;Remoto;Junior;65;2;100879;45;1,1213;;
21/4/2024;Ingeniero de Software;Operaciones;Falta de Oportunidades;Promedio;Licenciatura;Remoto;Lider;31;7;110356;36;2,7495;;
21/10/2024;UI/UX Designer;Marketing;Despido;Promedio;Tecnico;Oficina Principal;Director;41;4;83288;46;1,8439;;
18/1/2024;Ingeniero de Software;Recursos Humanos;Jubilacion;Alto;Otros;Sucursal 1;Semi Senior;65;1;81473;36;5,5237;;
14/8/2024;Product Owner;Recursos Humanos;Cambio de Sector;Promedio;Otros;Remoto;Junior;43;6;76189;41;9,1036;;
25/1/2024;Analista de Datos;Soporte;Falta de Oportunidades;Alto;Master;Remoto;Junior;43;4;71181;40;9,0331;;
9/6/2024;Ingeniero de Software;Marketing;Despido;Alto;Doctorado;Oficina Principal;Lider;61;3;57650;37;5,1293;;
28/11/2024;Product Owner;Operaciones;Condiciones Laborales;Alto;Otros;Oficina Principal;Semi Senior;43;6;115722;46;9,9912;;
7/3/2024;Product Owner;Recursos Humanos;Falta de Oportunidades;Promedio;Doctorado;Sucursal 1;Director;61;10;94682;36;6,5170;;
28/10/2024;Product Owner;Marketing;Jubilacion;Alto;Tecnico;Remoto;Junior;65;4;42559;45;5,3820;;
21/9/2024;Desarrollador;Desarrollo;Falta de Oportunidades;Promedio;Doctorado;Remoto;Senior;45;3;44872;46;2,4354;;
30/10/2024;Ingeniero de Software;Soporte;Falta de Oportunidades;Bajo;Otros;Oficina Principal;Senior;31;2;22364;46;4,9077;;
2/5/2024;UI/UX Designer;Recursos Humanos;Despido;Alto;Licenciatura;Remoto;Senior;26;1;112999;37;3,5961;;
24/8/2024;Product Owner;Ventas;Despido;Promedio;Master;Oficina Principal;Semi Senior;41;8;34187;36;4,4587;;
21/11/2024;Product Owner;Ventas;Condiciones Laborales;Alto;Master;Sucursal 1;Junior;43;2;117375;47;4,1787;;
29/9/2024;Tester;Ventas;Condiciones Laborales;Promedio;Licenciatura;Sucursal 1;Senior;25;10;35094;38;3,6726;;
13/12/2024;Gerente de Proyecto;Marketing;Condiciones Laborales;Alto;Master;Remoto;Semi Senior;62;7;115154;36;4,2764;;
7/11/2024;Tester;Operaciones;Cambio de Sector;Alto;Doctorado;Sucursal 1;Director;47;1;90988;46;9,7274;;
22/4/2024;Tester;Operaciones;Despido;Alto;Licenciatura;Sucursal 1;Semi Senior;23;8;104653;47;1,7038;;
7/1/2024;Tester;Desarrollo;Falta de Oportunidades;Bajo;Otros;Remoto;Director;54;9;112851;40;7,2431;;
6/12/2024;UI/UX Designer;Marketing;Condiciones Laborales;Alto;Master;Oficina Principal;Lider;46;9;119777;39;9,9476;;
8/10/2024;Gerente de Proyecto;Operaciones;Falta de Oportunidades;Promedio;Licenciatura;Remoto;Semi Senior;47;1;96699;47;4,6663;;
8/6/2024;Gerente de Proyecto;Recursos Humanos;Renuncia;Alto;Tecnico;Remoto;Junior;39;9;41936;40;1,8884;;
8/12/2024;Tester;Marketing;Renuncia;Alto;Master;Sucursal 1;Director;57;9;59767;42;9,9467;;
20/12/2024;Analista de Datos;Recursos Humanos;Jubilacion;Bajo;Tecnico;Oficina Principal;Junior;65;2;44854;43;8,5149;;
5/3/2024;Analista de Datos;Soporte;Falta de Oportunidades;Alto;Master;Sucursal 1;Director;30;10;27397;39;4,7134;;
20/10/2024;Desarrollador;Consultoria;Jubilacion;Alto;Otros;Oficina Principal;Junior;65;4;114245;44;6,8581;;
4/5/2024;Desarrollador;Operaciones;Condiciones Laborales;Bajo;Tecnico;Sucursal 1;Senior;55;8;68069;47;5,8924;;
3/8/2024;Desarrollador;Consultoria;Jubilacion;Bajo;Licenciatura;Oficina Principal;Junior;65;7;112186;36;6,0066;;
16/10/2024;UI/UX Designer;Recursos Humanos;Jubilacion;Alto;Otros;Sucursal 1;Semi Senior;65;1;28836;36;8,4206;;
25/4/2024;Desarrollador;Desarrollo;Condiciones Laborales;Bajo;Tecnico;Remoto;Semi Senior;59;3;91572;39;9,5665;;
26/8/2024;Gerente de Proyecto;Ventas;Condiciones Laborales;Alto;Master;Remoto;Senior;51;5;46161;42;2,0594;;
23/3/2024;UI/UX Designer;Soporte;Renuncia;Bajo;Master;Sucursal 1;Junior;49;1;40522;37;1,8910;;
22/9/2024;Desarrollador;Soporte;Jubilacion;Bajo;Otros;Sucursal 1;Director;65;8;83352;40;8,6244;;
11/1/2024;UI/UX Designer;Marketing;Falta de Oportunidades;Alto;Licenciatura;Oficina Principal;Lider;37;4;21090;43;2,1231;;
17/6/2024;UI/UX Designer;Recursos Humanos;Renuncia;Bajo;Licenciatura;Remoto;Director;48;2;38505;46;5,7212;;
25/3/2024;Ingeniero de Software;Soporte;Cambio de Sector;Bajo;Licenciatura;Remoto;Director;57;3;114571;36;9,6344;;
9/11/2024;Gerente de Proyecto;Operaciones;Falta de Oportunidades;Bajo;Tecnico;Sucursal 1;Semi Senior;52;7;85230;42;1,0762;;
2/2/2024;Product Owner;Desarrollo;Condiciones Laborales;Promedio;Licenciatura;Sucursal 1;Lider;42;10;33061;36;5,1272;;
15/9/2024;Tester;Desarrollo;Cambio de Sector;Alto;Otros;Remoto;Semi Senior;58;4;84997;42;4,5094;;
28/5/2024;Product Owner;Soporte;Condiciones Laborales;Promedio;Licenciatura;Oficina Principal;Lider;45;7;80121;43;8,3360;;
27/3/2024;Analista de Datos;Consultoria;Cambio de Sector;Alto;Otros;Sucursal 1;Junior;49;1;30826;40;9,5387;;
26/11/2024;Product Owner;Desarrollo;Renuncia;Promedio;Doctorado;Sucursal 1;Semi Senior;36;6;39154;45;3,1495;;
21/11/2024;Analista de Datos;Consultoria;Cambio de Sector;Bajo;Master;Remoto;Semi Senior;56;4;68612;47;7,5693;;
14/8/2024;Desarrollador;Marketing;Cambio de Sector;Promedio;Doctorado;Oficina Principal;Senior;32;3;93194;37;9,1046;;
4/4/2024;Analista de Datos;Recursos Humanos;Despido;Promedio;Tecnico;Remoto;Junior;64;7;65052;38;6,2780;;
1/9/2024;Product Owner;Consultoria;Despido;Alto;Master;Sucursal 1;Senior;57;3;113914;40;9,4782;;
6/4/2024;Tester;Marketing;Cambio de Sector;Bajo;Doctorado;Sucursal 1;Lider;26;1;30195;47;3,9714;;
31/7/2024;UI/UX Designer;Marketing;Falta de Oportunidades;Alto;Licenciatura;Oficina Principal;Lider;53;9;19925;38;7,0068;;
18/10/2024;Ingeniero de Software;Desarrollo;Despido;Promedio;Doctorado;Remoto;Junior;65;1;101555;35;2,0762;;
21/9/2024;Desarrollador;Desarrollo;Jubilacion;Bajo;Tecnico;Sucursal 1;Director;65;9;97545;36;1,2195;;
1/8/2024;Gerente de Proyecto;Operaciones;Despido;Bajo;Master;Remoto;Lider;42;5;73407;41;9,1407;;
15/4/2024;Gerente de Proyecto;Soporte;Condiciones Laborales;Alto;Tecnico;Remoto;Senior;38;5;109234;40;6,6142;;
2/12/2024;Analista de Datos;Desarrollo;Falta de Oportunidades;Promedio;Master;Remoto;Semi Senior;38;1;56514;41;2,2669;;
5/1/2024;Product Owner;Ventas;Jubilacion;Bajo;Master;Oficina Principal;Senior;65;8;89500;46;7,2512;;
9/10/2024;Tester;Desarrollo;Falta de Oportunidades;Bajo;Otros;Oficina Principal;Senior;61;4;111487;45;6,0407;;
10/10/2024;Tester;Marketing;Condiciones Laborales;Promedio;Tecnico;Oficina Principal;Lider;54;7;65599;41;1,9497;;
27/3/2024;Analista de Datos;Desarrollo;Despido;Promedio;Licenciatura;Oficina Principal;Semi Senior;56;6;31826;36;7,6750;;
10/2/2024;Desarrollador;Operaciones;Jubilacion;Promedio;Licenciatura;Oficina Principal;Senior;65;5;78260;37;2,4630;;
5/1/2024;Desarrollador;Soporte;Condiciones Laborales;Bajo;Licenciatura;Oficina Principal;Lider;44;7;80593;37;6,8749;;
5/6/2024;Desarrollador;Marketing;Falta de Oportunidades;Alto;Otros;Sucursal 1;Director;25;7;118372;38;6,6264;;
16/6/2024;Tester;Desarrollo;Cambio de Sector;Bajo;Doctorado;Oficina Principal;Junior;64;10;108277;45;4,7372;;
30/5/2024;Product Owner;Desarrollo;Despido;Alto;Licenciatura;Oficina Principal;Director;56;10;85421;42;8,1635;;
8/6/2024;Desarrollador;Soporte;Cambio de Sector;Promedio;Tecnico;Oficina Principal;Lider;64;1;73274;37;8,9532;;
27/6/2024;Ingeniero de Software;Ventas;Cambio de Sector;Promedio;Otros;Sucursal 1;Director;52;1;30541;35;2,2734;;
6/8/2024;UI/UX Designer;Soporte;Renuncia;Bajo;Licenciatura;Oficina Principal;Senior;47;6;64173;37;8,9915;;
11/9/2024;Ingeniero de Software;Marketing;Condiciones Laborales;Alto;Master;Remoto;Lider;47;7;75455;36;8,9359;;
27/7/2024;Tester;Operaciones;Cambio de Sector;Bajo;Licenciatura;Sucursal 1;Junior;47;1;27418;41;6,7930;;
15/10/2024;Gerente de Proyecto;Consultoria;Condiciones Laborales;Bajo;Licenciatura;Sucursal 1;Senior;28;7;88267;41;3,7194;;
21/7/2024;Gerente de Proyecto;Recursos Humanos;Cambio de Sector;Bajo;Master;Oficina Principal;Director;63;5;118247;35;5,2408;;
