Fecha,Tipo de Consulta,Segmento de Cliente,Canal de Comunicacion,Empleado Responsable,Ubicacion,Estado del Ticket,Nivel de Satisfaccion,Numero de Consultas,Tiempo de Resolucion (minutos),Numero de Seguimientos,Numero de Tickets Abiertos,Numero de Tickets Cerrados,Porcentaje de Resolucion al Primer Contacto,Numero de Escalaciones
28/5/2024,Problema de Producto,Distribuidor,Redes Sociales,EMP0017,Sucursal B,Pendiente,Muy Insatisfecho,14,117,2,2,11,69.71,2
22/12/2024,Consulta de Facturacion,Empresa,Formulario Web,EMP0019,Sucursal B,Abierto,Muy Satisfecho,11,106,2,7,3,53.59,2
24/11/2024,Problema de Producto,Empresa,Redes Sociales,EMP0006,Oficina Principal,En Progreso,Satisfecho,8,31,1,7,13,41.80,2
1/8/2024,Consulta de Garantia,Empresa,Chat en Linea,EMP0013,Oficina Principal,Cerrado,Insatisfecho,20,13,1,8,7,69.57,2
6/5/2024,Soporte Tecnico,Mayorista,Telefono,EMP0019,Oficina Principal,Cerrado,Neutral,13,49,3,8,6,69.60,0
21/12/2024,Informacion de Promociones,Mayorista,Correo Electronico,EMP0017,Oficina en Linea,En Progreso,Neutral,14,60,4,4,6,50.24,2
6/5/2024,Informacion de Promociones,Empresa,Telefono,EMP0015,Oficina en Linea,Cerrado,Neutral,16,71,4,0,3,99.77,2
18/4/2024,Reclamacion de Envio,Mayorista,Telefono,EMP0001,Oficina en Linea,Cerrado,Satisfecho,1,64,4,3,6,80.81,0
16/9/2024,Reclamacion de Envio,Mayorista,Redes Sociales,EMP0018,Sucursal B,Cerrado,Satisfecho,19,94,3,4,6,89.35,2
29/12/2024,Reclamacion de Envio,Empresa,Redes Sociales,EMP0001,Sucursal A,Cerrado,Muy Insatisfecho,3,23,3,8,2,69.47,1
1/3/2024,Consulta de Facturacion,Empresa,Redes Sociales,EMP0003,Oficina Principal,En Progreso,Muy Satisfecho,17,102,1,7,1,98.37,1
1/11/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0018,Oficina Principal,Pendiente,Insatisfecho,11,72,1,5,2,67.27,1
28/3/2024,Consulta de Garantia,Distribuidor,Redes Sociales,EMP0010,Oficina Principal,Cerrado,Muy Insatisfecho,1,65,2,4,0,69.79,0
21/3/2024,Reclamacion de Envio,Distribuidor,Chat en Linea,EMP0009,Sucursal B,En Progreso,Insatisfecho,6,26,3,0,4,72.32,0
25/3/2024,Soporte Tecnico,Mayorista,Redes Sociales,EMP0005,Sucursal A,Pendiente,Satisfecho,9,63,1,6,7,43.80,0
17/10/2024,Problema de Producto,Mayorista,Formulario Web,EMP0020,Sucursal A,Abierto,Muy Insatisfecho,8,83,1,0,1,89.81,2
17/6/2024,Solicitud de Devolucion,Empresa,Redes Sociales,EMP0009,Oficina en Linea,Pendiente,Neutral,8,103,1,2,13,49.36,0
22/11/2024,Informacion de Promociones,Individual,Formulario Web,EMP0015,Sucursal A,Abierto,Muy Insatisfecho,11,105,3,10,10,95.97,1
6/11/2024,Solicitud de Devolucion,Distribuidor,Redes Sociales,EMP0005,Sucursal B,Cerrado,Muy Satisfecho,18,5,3,6,13,95.33,0
17/5/2024,Problema de Producto,Individual,Redes Sociales,EMP0011,Sucursal B,Abierto,Satisfecho,13,130,3,2,7,41.83,0
26/4/2024,Reclamacion de Envio,Empresa,Redes Sociales,EMP0017,Sucursal A,Abierto,Neutral,7,23,2,5,11,59.73,1
24/4/2024,Consulta de Facturacion,Mayorista,Chat en Linea,EMP0003,Oficina en Linea,Pendiente,Muy Insatisfecho,19,106,1,7,14,57.28,1
19/4/2024,Informacion de Promociones,Distribuidor,Correo Electronico,EMP0016,Oficina Principal,En Progreso,Neutral,20,63,3,0,10,43.32,1
5/10/2024,Soporte Tecnico,Mayorista,Correo Electronico,EMP0004,Oficina Principal,Abierto,Muy Satisfecho,2,10,3,9,13,45.95,1
8/6/2024,Informacion de Promociones,Individual,Chat en Linea,EMP0019,Oficina en Linea,En Progreso,Muy Satisfecho,2,107,3,1,3,96.75,0
7/1/2024,Solicitud de Devolucion,Distribuidor,Telefono,EMP0004,Oficina en Linea,En Progreso,Muy Insatisfecho,15,63,0,1,7,47.63,2
16/12/2024,Solicitud de Devolucion,Individual,Chat en Linea,EMP0002,Sucursal A,Cerrado,Satisfecho,12,71,4,0,10,44.54,2
26/4/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0003,Sucursal B,Cerrado,Satisfecho,18,39,2,0,14,88.67,2
7/3/2024,Problema de Producto,Distribuidor,Correo Electronico,EMP0018,Oficina Principal,Pendiente,Muy Satisfecho,1,112,4,0,14,85.72,2
19/4/2024,Consulta de Garantia,Distribuidor,Formulario Web,EMP0013,Oficina en Linea,Abierto,Insatisfecho,5,31,0,4,5,53.88,0
5/12/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0014,Oficina en Linea,Cerrado,Satisfecho,6,62,0,2,5,45.25,2
25/2/2024,Informacion de Promociones,Distribuidor,Telefono,EMP0003,Oficina Principal,Abierto,Neutral,14,45,2,2,7,53.99,0
15/7/2024,Informacion de Promociones,Mayorista,Formulario Web,EMP0010,Sucursal B,Pendiente,Satisfecho,10,8,3,1,0,46.27,0
9/8/2024,Problema de Producto,Empresa,Formulario Web,EMP0006,Sucursal B,Abierto,Muy Insatisfecho,9,1,0,9,9,80.13,0
13/3/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0019,Oficina Principal,Cerrado,Satisfecho,10,16,3,6,1,92.65,1
18/6/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0019,Oficina en Linea,Pendiente,Satisfecho,7,26,2,2,12,91.86,0
10/4/2024,Problema de Producto,Empresa,Chat en Linea,EMP0013,Oficina Principal,Cerrado,Satisfecho,9,7,1,6,6,43.00,1
10/5/2024,Reclamacion de Envio,Individual,Chat en Linea,EMP0005,Sucursal A,Cerrado,Satisfecho,20,68,4,7,3,49.58,1
21/4/2024,Consulta de Facturacion,Empresa,Formulario Web,EMP0018,Oficina Principal,Abierto,Insatisfecho,11,59,1,6,12,56.47,2
8/8/2024,Consulta de Garantia,Mayorista,Telefono,EMP0013,Oficina en Linea,Pendiente,Satisfecho,4,111,0,8,4,70.41,0
29/10/2024,Informacion de Promociones,Individual,Chat en Linea,EMP0011,Sucursal A,Pendiente,Neutral,7,95,3,9,7,64.53,1
26/1/2024,Problema de Producto,Individual,Correo Electronico,EMP0018,Oficina en Linea,Pendiente,Neutral,4,4,4,6,5,88.65,2
1/4/2024,Problema de Producto,Mayorista,Redes Sociales,EMP0016,Sucursal B,Abierto,Insatisfecho,1,14,2,5,5,88.18,0
2/4/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0017,Sucursal A,En Progreso,Muy Satisfecho,7,24,4,6,1,83.91,2
8/11/2024,Reclamacion de Envio,Empresa,Redes Sociales,EMP0017,Sucursal A,Cerrado,Muy Satisfecho,10,97,1,5,7,48.22,1
29/11/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0004,Oficina Principal,En Progreso,Muy Satisfecho,13,13,0,2,0,78.69,2
2/9/2024,Reclamacion de Envio,Mayorista,Redes Sociales,EMP0018,Sucursal B,Cerrado,Neutral,9,63,4,2,11,76.15,2
17/6/2024,Consulta de Facturacion,Distribuidor,Correo Electronico,EMP0017,Oficina Principal,Abierto,Insatisfecho,11,75,0,6,4,72.71,2
14/1/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0011,Oficina en Linea,Cerrado,Satisfecho,7,6,0,5,3,64.52,2
16/6/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0016,Sucursal A,En Progreso,Muy Satisfecho,15,56,1,9,3,42.09,1
1/5/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0001,Oficina Principal,Pendiente,Neutral,3,70,4,6,14,88.01,0
26/12/2024,Soporte Tecnico,Mayorista,Redes Sociales,EMP0020,Oficina Principal,Abierto,Neutral,14,134,0,7,10,77.74,2
17/7/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0019,Oficina Principal,Abierto,Muy Satisfecho,5,107,1,7,1,50.36,0
16/4/2024,Consulta de Garantia,Distribuidor,Redes Sociales,EMP0011,Oficina Principal,Pendiente,Muy Insatisfecho,3,92,3,3,3,48.61,0
20/1/2024,Soporte Tecnico,Mayorista,Telefono,EMP0002,Oficina Principal,Pendiente,Muy Satisfecho,4,135,3,9,14,93.35,2
17/2/2024,Consulta de Garantia,Individual,Redes Sociales,EMP0019,Oficina Principal,Cerrado,Neutral,18,60,0,8,3,43.51,2
13/10/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0004,Sucursal B,Abierto,Muy Satisfecho,2,113,4,1,15,49.41,1
8/4/2024,Solicitud de Devolucion,Empresa,Chat en Linea,EMP0002,Sucursal A,Cerrado,Neutral,4,75,3,1,4,81.90,0
21/11/2024,Consulta de Facturacion,Empresa,Telefono,EMP0009,Sucursal A,Cerrado,Neutral,16,79,3,6,2,73.23,2
25/5/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0001,Sucursal A,Pendiente,Insatisfecho,4,41,1,1,1,42.90,2
5/1/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0003,Sucursal B,Cerrado,Insatisfecho,2,1,2,0,10,95.61,0
19/3/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0006,Sucursal A,Abierto,Muy Satisfecho,20,95,4,5,13,65.50,2
19/8/2024,Reclamacion de Envio,Empresa,Correo Electronico,EMP0001,Oficina en Linea,Abierto,Muy Insatisfecho,20,37,3,7,12,47.22,1
19/11/2024,Soporte Tecnico,Mayorista,Telefono,EMP0011,Sucursal A,Cerrado,Neutral,8,2,3,9,1,80.31,0
19/11/2024,Solicitud de Devolucion,Empresa,Chat en Linea,EMP0013,Oficina Principal,Abierto,Muy Insatisfecho,14,66,3,8,3,44.34,2
10/11/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0016,Oficina en Linea,En Progreso,Neutral,12,129,1,1,12,49.40,0
2/5/2024,Informacion de Promociones,Empresa,Telefono,EMP0002,Oficina en Linea,Abierto,Satisfecho,2,109,4,4,3,45.38,1
4/7/2024,Solicitud de Devolucion,Empresa,Telefono,EMP0015,Oficina en Linea,Cerrado,Neutral,11,32,4,8,9,53.94,1
1/7/2024,Reclamacion de Envio,Distribuidor,Telefono,EMP0001,Sucursal A,Cerrado,Neutral,2,74,3,7,0,77.77,2
26/1/2024,Consulta de Facturacion,Individual,Redes Sociales,EMP0018,Oficina Principal,En Progreso,Satisfecho,1,8,0,1,13,65.81,0
8/4/2024,Consulta de Garantia,Mayorista,Redes Sociales,EMP0018,Sucursal A,Pendiente,Muy Insatisfecho,1,55,4,10,8,58.22,2
30/5/2024,Soporte Tecnico,Mayorista,Redes Sociales,EMP0006,Sucursal B,Abierto,Insatisfecho,12,53,0,0,15,62.37,1
18/12/2024,Solicitud de Devolucion,Empresa,Telefono,EMP0008,Sucursal B,Cerrado,Satisfecho,14,121,0,7,2,47.78,1
28/12/2024,Problema de Producto,Mayorista,Redes Sociales,EMP0017,Oficina Principal,Cerrado,Muy Insatisfecho,13,71,4,5,2,62.72,0
17/11/2024,Consulta de Garantia,Empresa,Chat en Linea,EMP0005,Sucursal A,Cerrado,Neutral,2,7,2,1,3,77.91,0
26/11/2024,Consulta de Facturacion,Empresa,Correo Electronico,EMP0012,Sucursal A,En Progreso,Insatisfecho,20,53,2,6,0,47.16,1
7/12/2024,Problema de Producto,Mayorista,Redes Sociales,EMP0009,Sucursal A,Cerrado,Satisfecho,18,105,0,0,13,68.66,1
21/9/2024,Consulta de Facturacion,Distribuidor,Formulario Web,EMP0002,Sucursal B,Cerrado,Muy Insatisfecho,3,15,4,10,2,74.53,1
24/5/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0008,Oficina en Linea,Abierto,Muy Satisfecho,17,33,1,1,5,43.61,2
3/1/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0008,Sucursal B,Pendiente,Muy Insatisfecho,18,22,3,0,12,83.46,0
12/11/2024,Solicitud de Devolucion,Individual,Chat en Linea,EMP0004,Oficina Principal,Pendiente,Neutral,5,62,2,0,10,87.50,1
31/7/2024,Reclamacion de Envio,Empresa,Redes Sociales,EMP0010,Oficina en Linea,En Progreso,Neutral,12,44,0,6,0,82.74,1
25/9/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0014,Oficina en Linea,En Progreso,Satisfecho,19,26,1,8,5,66.31,2
8/12/2024,Solicitud de Devolucion,Distribuidor,Chat en Linea,EMP0008,Oficina en Linea,Pendiente,Muy Insatisfecho,19,45,0,1,6,95.19,1
20/4/2024,Solicitud de Devolucion,Distribuidor,Telefono,EMP0003,Sucursal A,Abierto,Muy Satisfecho,12,118,0,8,5,49.56,0
15/1/2024,Soporte Tecnico,Empresa,Redes Sociales,EMP0017,Oficina Principal,Pendiente,Neutral,19,42,1,6,15,97.29,1
18/8/2024,Solicitud de Devolucion,Empresa,Telefono,EMP0006,Sucursal B,En Progreso,Satisfecho,7,46,1,2,10,47.84,2
31/10/2024,Problema de Producto,Empresa,Formulario Web,EMP0017,Sucursal B,Cerrado,Satisfecho,1,25,0,9,15,79.21,1
16/10/2024,Consulta de Facturacion,Empresa,Redes Sociales,EMP0003,Sucursal A,Abierto,Muy Insatisfecho,9,24,2,9,15,68.09,0
9/4/2024,Reclamacion de Envio,Distribuidor,Telefono,EMP0019,Sucursal B,Cerrado,Muy Satisfecho,14,125,2,1,5,83.00,1
9/11/2024,Problema de Producto,Empresa,Chat en Linea,EMP0011,Sucursal B,Cerrado,Neutral,6,134,0,7,12,41.44,0
5/2/2024,Reclamacion de Envio,Distribuidor,Formulario Web,EMP0017,Oficina Principal,En Progreso,Muy Satisfecho,7,1,2,10,6,79.51,0
9/5/2024,Soporte Tecnico,Individual,Telefono,EMP0010,Sucursal B,En Progreso,Muy Satisfecho,8,122,2,6,1,99.42,1
12/10/2024,Problema de Producto,Individual,Formulario Web,EMP0007,Oficina Principal,Pendiente,Muy Satisfecho,4,117,3,2,0,74.74,0
19/4/2024,Consulta de Facturacion,Empresa,Redes Sociales,EMP0015,Sucursal B,Pendiente,Muy Insatisfecho,4,3,0,2,5,68.83,0
13/9/2024,Informacion de Promociones,Mayorista,Correo Electronico,EMP0005,Sucursal B,Cerrado,Satisfecho,6,30,1,6,0,71.26,1
26/10/2024,Problema de Producto,Distribuidor,Formulario Web,EMP0007,Sucursal B,Pendiente,Muy Insatisfecho,20,71,3,8,4,75.06,0
17/6/2024,Problema de Producto,Individual,Correo Electronico,EMP0009,Sucursal B,En Progreso,Insatisfecho,1,107,4,1,6,81.18,2
3/12/2024,Consulta de Facturacion,Empresa,Correo Electronico,EMP0019,Oficina en Linea,Cerrado,Neutral,17,67,3,1,2,67.51,0
15/1/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0015,Sucursal A,Pendiente,Muy Insatisfecho,7,25,4,6,3,91.55,1
28/3/2024,Informacion de Promociones,Individual,Chat en Linea,EMP0005,Oficina Principal,Pendiente,Insatisfecho,19,66,3,4,4,96.45,1
7/1/2024,Reclamacion de Envio,Empresa,Redes Sociales,EMP0002,Oficina Principal,Cerrado,Neutral,18,75,2,1,2,64.52,0
14/11/2024,Consulta de Garantia,Empresa,Redes Sociales,EMP0003,Oficina Principal,Abierto,Insatisfecho,16,57,0,4,5,76.95,1
29/8/2024,Soporte Tecnico,Distribuidor,Formulario Web,EMP0018,Sucursal A,Abierto,Muy Insatisfecho,19,129,3,3,1,85.22,1
10/9/2024,Reclamacion de Envio,Distribuidor,Telefono,EMP0014,Sucursal A,Abierto,Muy Satisfecho,17,4,3,10,7,69.46,2
7/12/2024,Problema de Producto,Individual,Correo Electronico,EMP0017,Sucursal B,Cerrado,Muy Satisfecho,10,22,2,3,2,53.00,0
15/10/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0007,Sucursal A,Pendiente,Satisfecho,3,85,2,3,12,75.48,2
16/12/2024,Soporte Tecnico,Individual,Chat en Linea,EMP0007,Sucursal B,Pendiente,Muy Satisfecho,20,32,4,0,5,51.21,1
10/11/2024,Informacion de Promociones,Individual,Chat en Linea,EMP0010,Oficina Principal,Abierto,Muy Insatisfecho,18,98,4,6,6,61.65,1
23/10/2024,Consulta de Facturacion,Mayorista,Correo Electronico,EMP0001,Sucursal A,Cerrado,Insatisfecho,3,129,3,0,5,44.25,1
16/8/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0011,Oficina Principal,En Progreso,Muy Satisfecho,20,35,4,5,15,75.43,2
23/9/2024,Consulta de Facturacion,Distribuidor,Telefono,EMP0013,Oficina en Linea,Cerrado,Muy Insatisfecho,11,43,4,10,1,63.65,1
16/8/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0020,Sucursal B,Pendiente,Muy Insatisfecho,6,135,0,8,0,57.31,1
9/4/2024,Solicitud de Devolucion,Individual,Redes Sociales,EMP0002,Sucursal B,Cerrado,Insatisfecho,13,38,1,9,14,95.26,0
28/10/2024,Soporte Tecnico,Individual,Redes Sociales,EMP0005,Sucursal B,Cerrado,Satisfecho,12,133,0,5,10,82.93,1
11/6/2024,Problema de Producto,Empresa,Formulario Web,EMP0016,Oficina Principal,Pendiente,Neutral,10,35,3,4,8,40.79,0
19/12/2024,Solicitud de Devolucion,Empresa,Correo Electronico,EMP0012,Sucursal A,Pendiente,Muy Satisfecho,6,23,2,4,0,94.03,0
25/3/2024,Reclamacion de Envio,Distribuidor,Chat en Linea,EMP0004,Oficina en Linea,Pendiente,Muy Satisfecho,15,59,1,9,4,61.11,2
22/6/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0004,Sucursal A,Abierto,Insatisfecho,5,8,1,7,5,81.72,2
20/1/2024,Solicitud de Devolucion,Mayorista,Redes Sociales,EMP0007,Oficina Principal,Cerrado,Insatisfecho,10,122,3,6,7,83.15,2
20/2/2024,Consulta de Garantia,Individual,Redes Sociales,EMP0007,Sucursal A,Cerrado,Muy Satisfecho,3,20,3,9,4,88.20,2
19/5/2024,Solicitud de Devolucion,Distribuidor,Redes Sociales,EMP0019,Sucursal A,En Progreso,Muy Satisfecho,6,45,2,2,6,72.25,1
24/8/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0009,Sucursal A,Abierto,Insatisfecho,12,29,4,0,7,98.35,0
26/12/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0016,Sucursal B,Cerrado,Muy Satisfecho,1,41,4,0,0,75.52,1
12/1/2024,Soporte Tecnico,Empresa,Chat en Linea,EMP0020,Sucursal B,Abierto,Satisfecho,1,133,3,6,7,66.28,0
16/6/2024,Consulta de Garantia,Mayorista,Formulario Web,EMP0013,Oficina Principal,Abierto,Satisfecho,4,34,1,5,12,86.02,1
26/4/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0002,Oficina Principal,Abierto,Insatisfecho,1,117,2,6,10,48.71,1
7/11/2024,Solicitud de Devolucion,Distribuidor,Correo Electronico,EMP0018,Sucursal B,Cerrado,Muy Insatisfecho,17,42,1,4,8,82.35,0
23/2/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0003,Sucursal A,Cerrado,Muy Satisfecho,1,55,4,8,5,75.88,1
11/8/2024,Consulta de Garantia,Distribuidor,Chat en Linea,EMP0008,Sucursal A,Abierto,Muy Satisfecho,14,94,2,7,10,94.82,0
12/1/2024,Informacion de Promociones,Mayorista,Redes Sociales,EMP0004,Oficina en Linea,Pendiente,Muy Insatisfecho,17,118,1,4,13,91.23,2
26/6/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0015,Oficina en Linea,Abierto,Insatisfecho,20,48,0,7,12,43.17,1
16/7/2024,Solicitud de Devolucion,Mayorista,Chat en Linea,EMP0013,Oficina en Linea,Abierto,Insatisfecho,11,19,4,2,3,58.60,2
27/8/2024,Reclamacion de Envio,Distribuidor,Formulario Web,EMP0014,Sucursal A,Abierto,Muy Satisfecho,9,4,2,5,14,82.25,1
7/11/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0010,Oficina Principal,Pendiente,Neutral,6,95,1,10,13,41.40,1
26/9/2024,Consulta de Garantia,Mayorista,Correo Electronico,EMP0011,Oficina Principal,Pendiente,Neutral,9,128,4,8,0,97.81,2
19/2/2024,Informacion de Promociones,Empresa,Formulario Web,EMP0015,Oficina Principal,Cerrado,Neutral,13,90,1,3,4,65.81,2
28/6/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0011,Oficina Principal,En Progreso,Neutral,16,42,2,0,4,42.33,2
22/2/2024,Solicitud de Devolucion,Mayorista,Formulario Web,EMP0018,Oficina en Linea,Cerrado,Muy Insatisfecho,13,99,0,6,10,47.34,1
13/9/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0002,Sucursal A,Abierto,Neutral,19,24,2,9,14,93.09,2
5/6/2024,Reclamacion de Envio,Distribuidor,Telefono,EMP0019,Sucursal B,Pendiente,Muy Satisfecho,4,2,1,8,13,92.83,1
30/9/2024,Reclamacion de Envio,Distribuidor,Redes Sociales,EMP0010,Oficina en Linea,Cerrado,Muy Satisfecho,18,47,4,1,11,77.99,2
29/8/2024,Solicitud de Devolucion,Individual,Redes Sociales,EMP0016,Sucursal B,En Progreso,Muy Satisfecho,17,9,3,9,5,65.88,0
8/9/2024,Reclamacion de Envio,Distribuidor,Redes Sociales,EMP0006,Sucursal A,Cerrado,Muy Insatisfecho,9,82,0,5,15,43.57,0
16/8/2024,Solicitud de Devolucion,Mayorista,Chat en Linea,EMP0007,Sucursal A,En Progreso,Muy Insatisfecho,20,25,0,8,4,94.61,2
16/8/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0007,Sucursal A,Cerrado,Satisfecho,8,128,4,2,7,62.59,1
16/3/2024,Solicitud de Devolucion,Individual,Correo Electronico,EMP0007,Oficina Principal,En Progreso,Satisfecho,11,56,2,7,1,51.00,1
28/1/2024,Informacion de Promociones,Individual,Redes Sociales,EMP0018,Sucursal B,Cerrado,Satisfecho,7,38,0,6,15,56.37,2
8/4/2024,Soporte Tecnico,Individual,Chat en Linea,EMP0010,Sucursal A,Pendiente,Neutral,6,134,3,0,12,65.46,2
8/1/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0011,Sucursal B,Abierto,Insatisfecho,18,37,4,4,9,79.00,1
8/11/2024,Reclamacion de Envio,Mayorista,Formulario Web,EMP0008,Oficina Principal,Cerrado,Satisfecho,8,43,4,6,9,96.94,2
7/8/2024,Soporte Tecnico,Individual,Chat en Linea,EMP0009,Sucursal A,Pendiente,Satisfecho,4,134,3,5,8,93.30,1
1/8/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0006,Oficina en Linea,Cerrado,Satisfecho,14,101,1,5,2,70.31,0
22/7/2024,Reclamacion de Envio,Distribuidor,Formulario Web,EMP0016,Sucursal A,Abierto,Neutral,4,80,0,3,6,78.11,1
31/12/2024,Problema de Producto,Distribuidor,Formulario Web,EMP0004,Sucursal B,Pendiente,Satisfecho,7,52,1,10,13,60.07,1
4/6/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0017,Sucursal B,Abierto,Neutral,13,40,2,3,13,47.01,0
24/12/2024,Soporte Tecnico,Mayorista,Telefono,EMP0006,Sucursal A,En Progreso,Satisfecho,3,10,2,4,5,89.60,0
3/9/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0011,Oficina en Linea,Pendiente,Insatisfecho,2,97,3,3,13,83.57,1
7/12/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0006,Oficina Principal,Abierto,Neutral,11,50,2,2,5,88.31,2
15/8/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0020,Sucursal A,Pendiente,Muy Satisfecho,16,8,3,8,0,68.29,0
24/6/2024,Informacion de Promociones,Individual,Chat en Linea,EMP0020,Sucursal A,Pendiente,Muy Satisfecho,12,40,1,0,14,82.15,0
5/11/2024,Soporte Tecnico,Empresa,Formulario Web,EMP0007,Sucursal A,Abierto,Muy Insatisfecho,5,11,2,5,13,55.43,0
28/11/2024,Informacion de Promociones,Individual,Redes Sociales,EMP0019,Sucursal B,Pendiente,Insatisfecho,10,47,0,0,2,42.15,1
8/4/2024,Solicitud de Devolucion,Individual,Correo Electronico,EMP0020,Oficina en Linea,Pendiente,Insatisfecho,15,103,0,3,14,64.74,2
2/7/2024,Consulta de Garantia,Distribuidor,Formulario Web,EMP0002,Sucursal B,En Progreso,Neutral,11,77,2,7,3,94.98,1
30/6/2024,Soporte Tecnico,Mayorista,Formulario Web,EMP0008,Oficina en Linea,En Progreso,Muy Satisfecho,5,65,2,7,14,74.53,2
10/9/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0017,Oficina en Linea,Abierto,Neutral,2,90,4,5,0,75.78,1
22/5/2024,Soporte Tecnico,Distribuidor,Chat en Linea,EMP0017,Oficina en Linea,Cerrado,Neutral,13,120,4,1,11,86.58,0
19/9/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0011,Oficina Principal,En Progreso,Satisfecho,2,98,1,2,14,71.94,2
13/8/2024,Consulta de Garantia,Mayorista,Redes Sociales,EMP0009,Oficina Principal,Cerrado,Neutral,1,101,4,9,15,52.21,2
17/9/2024,Informacion de Promociones,Individual,Telefono,EMP0012,Sucursal B,Cerrado,Satisfecho,7,108,2,3,3,98.72,1
5/11/2024,Reclamacion de Envio,Empresa,Correo Electronico,EMP0013,Sucursal A,En Progreso,Insatisfecho,4,65,2,1,10,62.35,2
10/1/2024,Problema de Producto,Distribuidor,Redes Sociales,EMP0009,Oficina Principal,Cerrado,Satisfecho,8,53,4,8,2,72.77,0
11/9/2024,Problema de Producto,Empresa,Redes Sociales,EMP0009,Sucursal B,Cerrado,Muy Insatisfecho,3,132,3,7,3,88.57,2
4/7/2024,Problema de Producto,Empresa,Formulario Web,EMP0013,Oficina en Linea,Abierto,Muy Insatisfecho,13,4,1,2,8,66.34,2
12/12/2024,Consulta de Garantia,Empresa,Telefono,EMP0002,Oficina Principal,En Progreso,Muy Satisfecho,13,102,2,8,11,94.04,1
26/6/2024,Solicitud de Devolucion,Empresa,Telefono,EMP0007,Sucursal B,Cerrado,Satisfecho,2,88,0,8,1,50.01,0
30/6/2024,Consulta de Garantia,Mayorista,Formulario Web,EMP0002,Oficina en Linea,Abierto,Insatisfecho,14,24,3,3,15,88.68,0
15/1/2024,Informacion de Promociones,Empresa,Telefono,EMP0001,Oficina en Linea,Pendiente,Muy Satisfecho,1,5,2,6,0,94.80,1
3/8/2024,Soporte Tecnico,Individual,Chat en Linea,EMP0003,Oficina en Linea,Cerrado,Muy Insatisfecho,14,36,4,2,13,48.13,0
3/1/2024,Soporte Tecnico,Individual,Formulario Web,EMP0018,Sucursal B,Pendiente,Satisfecho,19,69,3,0,10,97.15,1
6/7/2024,Consulta de Facturacion,Distribuidor,Formulario Web,EMP0020,Oficina Principal,Abierto,Muy Satisfecho,18,101,3,8,15,82.91,2
6/3/2024,Consulta de Garantia,Empresa,Telefono,EMP0016,Sucursal A,Cerrado,Insatisfecho,2,127,2,9,11,63.76,1
20/4/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0011,Sucursal A,Cerrado,Muy Insatisfecho,5,94,3,4,15,47.42,1
29/9/2024,Problema de Producto,Individual,Formulario Web,EMP0001,Sucursal A,En Progreso,Muy Satisfecho,4,3,2,6,15,61.48,1
13/6/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0008,Sucursal B,Cerrado,Muy Satisfecho,7,102,3,9,6,51.56,0
4/7/2024,Problema de Producto,Mayorista,Formulario Web,EMP0019,Sucursal B,Abierto,Muy Satisfecho,16,14,2,3,13,68.05,0
